C0000731  ABDOMINAL DISTENTION
C0475124  O/E - breath urinose - uraemic
C0475125  O/E - PR-rectum full of faeces
C0475132  O/E - defaecation reflex
C0475133  O/E -defaecation reflex normal
C0475154  O/E - pharynx hyperaemic
C0475156  O/E - throat haemorrhage
C0475201  C/O - melaena
C0475202  Offensive faeces
C0475832  Dental filling discolored
C0475834  Dental center-line observation
C0476239  Elderly feeding problem
C0476308  Recurrent acute abdo pain
C0476346  Nonspecific abnormal findings in stool contents
C0476348  Pus in stool
C0476419  Abnormal liver scan
C0495429  Neonatal jaundice due to bleeding
C0518085  Difficulty eating
C0518497  Places food in mouth
C0518500  Swallows food
C0520561  Small intestinal bleeding, NOS
C0520753  Foreign body in alimentary tract, NOS
C0521590  Limitation of movement of jaw
C0522059  Feeding problem in child
C0522063  Impaired gastric emptying
C0522064  Regurgitation of food
C0522065  Increased small bowel motility
C0522066  Increased large bowel motility
C0522074  Acute acquired deficiency
C0522075  Chronic acquired deficiency
C0541728  HYPEROREXIA
C0541750  ABDOMEN MIMICKING ACUTE
C0541799  Bad taste
C0541818  BURNING IN ABDOMEN
C0541923  Edema lip
C0541967  FLUORESCENCE TOOTH
C0541972  LIVER FUNCTION TESTS MULTIPLE ABNORM
C0541977  GASTRIN INCREASED
C0541979  GGTP ABNORMAL
C0543392  FECES BLOODSTAINED
C0549123  Large tonsils
C0555071  Unable to hold drinks
C0555073  Overhanging epiglottis
C0555075  Gallbladder observation
C0555076  Gallbladder palpable inspirat
C0555117  Ova in faeces
C0555118  Faeces: gallstones present
C0555723  O/E - cracked lips
C0555724  Dry lips
C0555727  O/E - epigastric pain on palp.
C0555728  O/E - iliac pain on palpation
C0555729  O/E - lumbar pain on palpation
C0555730  O/E - hepatomegaly
C0555732  O/E - hernia
C0555849  Soiling symptom
C0555855  Faeces: organism O/E
C0555856  Blood in vomit O/E
C0555857  Bilious vomit O/E
C0555859  Pus in vomit O/E
C0555860  Parasite in vomit O/E
C0555861  Ova in vomit O/E
C0555868  Melaena - O/E of faeces
C0556385  Craving for alcohol
C0557872  Lips pink
C0557873  Observation of color of lips
C0558128  Chaotic eating
C0558129  Eating observations
C0558130  Eats irregularly
C0558131  Eating frequently
C0558169  Drinking observations
C0558170  Taking oral fluids
C0558173  Craving for non-food item
C0558175  Vomiting food
C0558176  Gastric reflux
C0558177  Choking during swallowing
C0558266  Eats regularly
C0558487  C/O right iliac fossa pain
C0558488  C/O left iliac fossa pain
C0558496  O/E - digestive system
C0558499  O/E - abdominal pain
C0558500  O/E - epigastric pain
C0558501  O/E - iliac pain - abd.
C0558502  O/E - lumbar pain abd.
C0558503  O/E - abd. pain - umbilical
C0558504  O/E left iliac fossa tender
C0558508  O/E - PR done
C0559070  Bowel control - child
C0559234  Esophageal reflux
C0559549  Uvula tag
C0559684  Inflamed tonsils
C0563051  Breaking wind in public
C0563052  Belching in public
C0563385  Difficulty moving tongue
C0563389  Difficulty protruding tongue
C0563394  Diff protruding tongue fully
C0563400  Difficulty retracting tongue
C0563406  Difficulty moving tongue tip
C0563412  Diff moving tongue tip repeat
C0563418  Difficulty moving blade of tongue
C0563424  Diff moving tongue laterally
C0564434  Foreign body large intestine
C0564610  Tonsil congested
C0565554  D/V after GIT surgery
C0566275  Able to drink
C0566276  Unable to drink
C0566277  Does drink
C0566278  Does not drink
C0566279  Difficulty drinking
C0566281  Able to drink from a feeder cup
C0566282  Unable to drink from a feeder cup
C0566283  Does drink from a feeder cup
C0566284  Does not drink from feeder cup
C0566285  Diff drink from feeder cup
C0566287  Able to drink using a straw
C0566288  Unable to drink using a straw
C0566289  Does drink using a straw
C0566290  Does not drink using a straw
C0566291  Difficulty drinking using a straw
C0566293  Able to take drink to mouth
C0566294  Unable to take drink to mouth
C0566295  Does take drink to mouth
C0566296  Does not take drink to mouth
C0566297  Difficulty taking drink mouth
C0566299  Able to sip drink
C0566300  Unable to sip drink
C0566301  Does sip drink
C0566302  Does not sip drink
C0566303  Difficulty sipping drink
C0566305  Able to eat
C0566306  Unable to eat
C0566307  Does eat
C0566308  Does not eat
C0566310  Able to eat certain food
C0566311  Unable to eat certain food
C0566312  Does eat certain food
C0566313  Does not eat certain food
C0566314  Difficulty eat certain food
C0566316  Able to control bolus of food
C0566317  Unable control bolus of food
C0566318  Does control bolus of food
C0566319  Does not control bolus of food
C0566320  Diff controll bolus food
C0566322  Able to retain food in mouth
C0566323  Unable to retain food in mouth
C0566324  Does retain food in mouth
C0566325  Does not retain food in mouth
C0566326  Diff retain food in mouth
C0566328  Able to move food in mouth
C0566329  Unable to move food in mouth
C0566330  Does move food in mouth
C0566331  Does not move food in mouth
C0566332  Diff moving food in mouth
C0566334  Able retrve food buc sul
C0566335  Unab retr food buc sul
C0566336  Does ret food from buccal sulc
C0566337  Does not retr food buc sul
C0566338  Diff retr food buc sul
C0566340  Able to chew
C0566341  Unable to chew
C0566342  Does not chew
C0566344  Able proj bolus food int phary
C0566345  Unable to project bolus of food into pharynx
C0566346  Does project bolus of food into pharynx
C0566347  Does not project bolus of food into pharynx
C0566348  Dif proj bolus food in pharynx
C0566350  Able to clear mouth of residue
C0566351  Unab to clear mouth of residue
C0566352  Does clear mouth of residue
C0566353  Does not clear mouth of resid
C0566354  Diff clear mouth of residue
C0566357  Does not swallow
C0566359  Able to swallow food
C0566360  Unable to swallow food
C0566361  Does not swallow food
C0566362  Difficulty swallowing food
C0566364  Able to swallow fluid
C0566365  Unable to swallow fluid
C0566366  Swallows fluid
C0566367  Does not swallow fluid
C0566369  Able swallow thick fluid
C0566370  Unab swallow thick fluid
C0566371  Does swallow thickened fluid
C0566372  Does not swallow thick fluid
C0566373  Diff swallow thick fluid
C0566375  Able to swallow saliva
C0566376  Unable to swallow saliva
C0566377  Does swallow saliva
C0566378  Does not swallow saliva
C0566379  Difficulty swallowing saliva
C0566381  Able initiate swallow reflex
C0566382  Does initiate swallow reflex
C0566383  Does not init swallow reflex
C0566384  Diff initiating swallow reflex
C0566386  Able to spit
C0566387  Unable to spit
C0566388  Does not spit
C0566389  Difficulty spitting
C0566391  Able to suck
C0566392  Unable to suck
C0566393  Does not suck
C0566394  Difficulty sucking
C0566396  Able to suckle
C0566397  Unable to suckle
C0566398  Does suckle
C0566399  Does not to suckle
C0566400  Difficulty suckling
C0566402  Able latch on breast for feed
C0566403  Unab latch on breast for feed
C0566404  Does latch on breast for feed
C0566405  Does not latch on breast feed
C0566406  Diff latching on breast feed
C0566408  Able to drink from a bottle
C0566409  Unable to drink from a bottle
C0566410  Does drink from a bottle
C0566411  Does not drink from a bottle
C0566412  Difficulty drinking from a bottle
C0566415  Unable to feed self
C0566416  Feeds self
C0566417  Does not feed self
C0566418  Difficulty feeding self
C0566420  Able to take food to mouth
C0566421  Unable to take food to mouth
C0566422  Does take food to mouth
C0566423  Does not take food to mouth
C0566424  Difficult taking food to mouth
C0566426  Able to place food in mouth
C0566427  Unable to place food in mouth
C0566428  Does not place food in mouth
C0566429  Diff plac food in mouth
C0566431  Able to use hands to feed self
C0566432  Unab use hands feed self
C0566433  Does use hands to feed self
C0566434  Does not use hands feed self
C0566435  Diff using hands to feed self
C0566437  Able to finger feed
C0566438  Unable to finger feed
C0566439  Does finger feed
C0566440  Does not finger feed
C0566441  Difficulty finger feeding
C0566443  Able feed self left hand
C0566444  Unab feed self with left hand
C0566445  Does use left hand feed self
C0566446  Does not use left hand to feed self
C0566447  Diff feed self with left hand
C0566449  Able feed self with right hand
C0566450  Unab feed self with right hand
C0566451  Does use right hand to feed self
C0566452  Does not use right hand to feed self
C0566453  Diff feeding self right hand
C0566455  Able to use cutlery to feed self
C0566456  Unab use cutlery feed self
C0566457  Does use cutlery to feed self
C0566458  Does not use cutlery feed self
C0566459  Diff usng cutlery to feed self
C0566461  Able to use knife and fork to feed self
C0566462  Unab to use knife and fork to feed self
C0566463  Does use knife and fork to feed self
C0566464  Does not use kni fork feed sel
C0566465  Diff usng knife fork feed self
C0566467  Able to use fork to feed self
C0566468  Unab use fork feed self
C0566469  Does use fork to feed self
C0566470  Does not use fork to feed self
C0566471  Diff using fork to feed self
C0566473  Able to use spoon to feed self
C0566474  Unab use spoon feed self
C0566475  Feeds self with spoon
C0566476  Does not use spoon feed self
C0566477  Diff using spoon to feed self
C0566479  Able to use feeding aid
C0566480  Unable to use feeding aid
C0566481  Does use feeding aid
C0566482  Does not use feeding aid
C0566483  Difficulty using feeding aid
C0566485  Able to cut up food
C0566486  Unable to cut up food
C0566487  Cuts up food
C0566488  Does not cut up food
C0566489  Difficulty cutting up food
C0566497  Unab postn baby at br for feed
C0566528  Clears chest
C0566554  Observation of eating pattern
C0566557  Always has breakfast
C0566558  Obs of frequency of eating
C0566559  Obs of regularity of eating
C0566560  Obs of quantity of eating
C0566561  Obs food aversion+cravings
C0566562  Observation of food in mouth
C0566563  Baby feeding observations
C0566564  Obs infant feeding pattern
C0566565  Obs frequency infant feeding
C0566566  Obs regularity infant feeding
C0566568  Eating normal
C0566569  Obs speed of drinking
C0566573  Drinking fluids normally
C0566574  Problem with drinking fluid
C0566575  Feeding observations
C0566576  Obs speed of feeding
C0566577  Observation of feeding pattern
C0566578  Observations of thirst
C0566579  Normal thirst
C0566580  Observation of appetite
C0566581  Obs quantity of appetite
C0566582  Appetite problem
C0566754  Cord oozing
C0567112  Tender scar of gravid uterus
C0567113  Tend scar upper uterin segment
C0567114  Tend scar lower uterin segment
C0567230  Pain of cervix
C0567231  Pain on movement of cervix
C0567324  Swallows slowly
C0567325  Swallows quickly
C0574059  Tympanitic bowel sound
C0574942  Temporomandibular joint active
C0574965  Temporomandib joint hypermob
C0575144  Observation temporomand joint
C0575145  Temporomand joint swelling
C0575146  Bony swell temporomand joint
C0575147  Temporomandibular joint - soft tissue swelling
C0575149  Temporomandibular joint stable
C0575150  Temporomand joint instability
C0575151  Temporomandibul joint locking
C0575152  Temporomandibular joint tender
C0575153  Temporomandibular joint painful on movement
C0575154  Articular crepitus of temporomandibular joint
C0575448  Lumbar spine - painful on move
C0576456  Poor feeding
C0576612  Anal reflex absent
C0576613  Anal reflex present only with reinforcement
C0576615  Anal reflex normal
C0576617  Anal reflex delayed
C0576957  Oral cav/dental/saliv obs
C0576958  Observation of dentition
C0576959  Obs of sensation of tooth
C0576960  Tooth tender
C0576962  Tooth problem
C0576963  Obs of measures of dentition
C0576966  Obs appearance oral mucosa
C0576968  Obs appearance of tongue
C0576969  Tongue symmetrical
C0576970  Tongue asymmetrical
C0576971  Lesion of tongue
C0576972  Obs of moistness of tongue
C0576973  Moist tongue
C0576974  Tongue normal
C0576975  Obs appearance gingivae
C0576976  Lesion of gingivae
C0576977  Postproced obs oral cavity
C0576978  Oral cavity problem
C0576979  Lesion of salivary gland
C0576981  Parotid cyst
C0576982  Salivary duct patent
C0576983  Salivary duct occluded
C0576984  Salivary duct gritty
C0576985  Salivary duct smooth
C0576988  Obs of measures saliv tract
C0576989  Observation of salivation
C0576990  Reduced salivation
C0576991  Normal salivation
C0576992  Pharynx not seen
C0576993  Obs of appearance pharynx
C0576994  Fauces clear
C0576995  Hemorrhage from throat
C0576996  Obs of discharge of pharynx
C0576997  Obs of sensation of pharynx
C0576998  Tonsil present
C0576999  Absent tonsils
C0577000  Obs of appearance of tonsil
C0577001  Normal sized tonsils
C0577002  Pharynx normal
C0577003  Pharynx problem
C0577005  Obs of discharge of tonsil
C0577006  Observation of esophagus
C0577007  Lesion of esophagus
C0577008  Esophageal mass
C0577009  Obs of esophageal function
C0577011  Excessive gastric reflux
C0577012  Moderate gastric reflux
C0577013  Minimal gastric reflux
C0577014  Observation of measures of esophagus
C0577015  Esophagus normal
C0577016  Obs of appearance of stomach
C0577018  [D]Lump stomach (context-dependent category)
C0577019  Obs of measures of stomach
C0577026  Stomach normal
C0577027  STOMACH
C0577028  Observation of small intestine
C0577029  Observation of large intestine
C0577030  Observation of appendix
C0577031  Appendix present
C0577032  Appendix absent
C0577033  Obs of appearance of rectum
C0577035  Normal rectum
C0577036  Anus present
C0577037  Anus absent
C0577038  Obs of appearance of anus
C0577039  Anus blocked
C0577040  Obs of tone anal sphincter
C0577041  Anal tone normal
C0577042  Named signs of anus
C0577043  Anus normal
C0577045  Liver palpable
C0577046  Obs of appearance liver
C0577047  Small liver
C0577048  Obs of consistency liver
C0577049  Liver soft
C0577050  Liver firm
C0577051  Liver irregular
C0577052  Liver smooth
C0577053  Lesion of liver
C0577055  Obs of sensation of liver
C0577057  Obs of pulsation of liver
C0577058  Obs of measures of liver
C0577059  Liver normal
C0577060  LIVER
C0577061  Observation of biliary tract
C0577062  Gallbladder present
C0577063  Absent gallbladder
C0577064  Gallbladder not seen
C0577065  Obs appearance gallbladder
C0577066  Gallbladder enlarged
C0577067  Small gallbladder
C0577068  Lesion of gallbladder
C0577069  Obs sensation gallbladder
C0577070  Gallbladder tender
C0577072  Named signs of gallbladder
C0577074  Obs of measures gallbladder
C0577075  Gallbladder normal
C0577076  Gallbladder problem
C0577077  Observation of pancreas
C0577078  Functional observations of gastrointestinal tract
C0577081  Vomit contains blood
C0577082  Vomit contains fresh blood
C0577084  Vomit contains old blood
C0577085  Vomit contains food
C0577086  Vomit contains faeces
C0577089  Observation of wind of gastrointestinal tract
C0577090  Observation of flatus
C0577091  Observation of flatulence
C0577092  Unable to burp
C0577093  Obs of speed of swallowing
C0577095  Observation of defaecation
C0577110  Aware of passing faeces
C0577111  Obs of bowel continence
C0577113  General obs of digestion
C0577114  Obs of appearance of stool
C0577117  Obs of measures of stool
C0577127  Uniform abdominal distention
C0577128  Localised abdominal distention
C0577132  Normal abdominal movement
