C0002418  Amblyopia
C0436808  O/E - poor venous access
C0436809  O/E - apex beat
C0436810  O/E -apex beat normal position
C0436811  O/E - apex beat displaced -LVH
C0436812  O/E - apex beat displaced -RVH
C0436813  O/E-apex beat normal character
C0436814  O/E - apex beat feeble
C0436815  O/E - apex beat thrusting
C0436818  O/E - systolic cardiac thrill
C0436819  O/E - diastolic cardiac thrill
C0436820  O/E -continuous cardiac thrill
C0436822  O/E - heart sounds normal
C0436823  O/E - heart sounds exaggerated
C0436824  O/E - heart sounds diminished
C0436825  O/E - 1st heart sound split
C0436826  O/E - 2nd heart sound split
C0436827  O/E - opening snap heard
C0436829  O/E - gallop rhythm present
C0436830  O/E - pericardial friction rub
C0436832  O/E - pericardial rub present
C0436833  O/E - bruit - cardiac
C0436835  O/E -functional cardiac murmur
C0436836  O/E - systolic murmur at apex
C0436837  O/E - diastolic murmur at apex
C0436838  O/E - aortic systolic murmur
C0436839  O/E - aortic diastolic murmur
C0436840  O/E -pulmonary systolic murmur
C0436841  O/E-pulmonary diastolic murmur
C0436842  O/E - tricuspid murmur
C0436843  O/E - machinery murmur
C0436844  O/E - R.leg pulses NOS
C0436845  O/E -R.-leg pulses all present
C0436846  O/E - R.femoral pulse present
C0436847  O/E - R.femoral pulse absent
C0436848  O/E -R.popliteal pulse present
C0436849  O/E - R.popliteal pulse absent
C0436850  O/E - R.post.tib.pulse present
C0436851  O/E - R.post.tib pulse absent
C0436852  O/E - R.dorsalis pedis present
C0436853  O/E - R.dorsalis pedis absent
C0436854  O/E - L.leg pulses NOS
C0436855  O/E - L.leg pulses all present
C0436856  O/E - L.femoral pulse present
C0436857  O/E - L.femoral pulse absent
C0436858  O/E -L.popliteal pulse present
C0436859  O/E - L.popliteal pulse absent
C0436860  O/E - L.post.tib.pulse present
C0436861  O/E - L.post.tib. pulse absent
C0436862  O/E - L.dorsalis pedis present
C0436863  O/E - L.dorsalis pedis absent
C0436875  O/E - mouth - purpuric spots
C0436921  O/E - visible abd. aorta pulse
C0436949  O/E - rebound - R.lumbar
C0436951  O/E - rebound - L.lumbar
C0436958  O/E - liver palpated
C0436960  O/E - liver edge palpable
C0436961  O/E -liver moderately enlarged
C0436962  O/E - liver grossly enlarged
C0436963  O/E - liver character
C0436964  O/E - liver character normal
C0436965  O/E - liver soft
C0436966  O/E - liver firm
C0436967  O/E - liver very hard
C0436968  O/E - liver grossly irregular
C0436969  O/E - liver finely irregular
C0436970  O/E - liver smooth
C0436972  O/E - liver tender
C0436973  O/E - liver pulsatile
C0437001  O/E - ascites
C0437003  O/E - ascites - dipping shown
C0437004  O/E-ascites-fluid thrill shown
C0437005  O/E -ascites-shifting dullness
C0437016  O/E - PR - prostatic swelling
C0437046  O/E - scrotal swelling
C0437048  O/E -scrotal swelling-transill
C0437049  O/E -scrotal swell.no transill
C0437050  O/E - testicular swelling
C0437051  O/E - epididymal swelling
C0437105  O/E - nipple disch.-blood-dark
C0437175  O/E - fetal heart < 40
C0437176  O/E - fetal heart 40-80
C0437177  O/E - fetal heart 80-100
C0437178  O/E - fetal heart 100-120
C0437179  O/E - fetal heart 120-160
C0437180  O/E - fetal heart 160-180
C0437181  O/E - fetal heart 180-200
C0437182  O/E - fetal heart > 200
C0437183  O/E - fetal heart -type 1 dips
C0437184  O/E - fetal heart -type 2 dips
C0437185  O/E - fetal heart NOS
C0437496  O/E - cranial nerve 4 - palsy
C0437499  O/E - cranial nerve 6 - palsy
C0437570  O/E - retinal vessel narrowing
C0437571  On examination - retinal arteriovenous nipping
C0437572  O/E - retinal microaneurysms
C0437573  O/E - retinal exudates
C0437574  O/E - retinal vascular prolif.
C0437577  O/E - hemianopia
C0437578  O/E - homonymous hemianopia
C0437579  O/E - bitemporal hemianopia
C0437580  O/E - binasal hemianopia
C0437581  O/E - quadrantic hemianopia
C0437582  O/E - central scotoma
C0437584  O/E - convergent squint
C0437585  O/E - divergent squint
C0437586  O/E - ptosis
C0437616  O/E - visual nystagmus
C0437618  O/E - nystagmus - CNS -regular
C0437619  O/E - adenopathy
C0437621  O/E -cervical lymphadenopathy
C0437622  O/E-sub-mental lymphadenopathy
C0437623  O/E-supraclav.lymphadenopathy
C0437624  O/E -axillary lymphadenopathy
C0437625  O/E - inguinal lymphadenopathy
C0437626  O/E -popliteal lymphadenopathy
C0437634  O/E - spleen enlarged
C0437636  O/E - spleen just palpable
C0437637  O/E - moderate splenomegaly
C0437638  O/E - gross splenomegaly
C0437639  O/E - painful splenomegaly
C0437649  O/E - epistaxis
C0437656  O/E - nasal mucosa wet/boggy
C0437660  O/E - adenoid hypertrophy
C0437669  On examination - bloodstained ear discharge
C0437670  O/E - blood from ear
C0437704  O/E - follicular tonsillitis
C0437758  O/E - petechiae present
C0437948  O/E - phlebitis
C0438119  CVS examined - NAD
C0438154  EKG FINDINGS
C0438155  ECG equivocal
C0438156  ECG: P wave normal
C0438157  ECG: P wave abnormal
C0438158  ECG: Q wave normal
C0438159  ECG: Q wave abnormal
C0438160  ECG: R wave normal
C0438161  ECG: R wave abnormal
C0438162  ECG: S wave normal
C0438163  ECG: S wave abnormal
C0438164  ECG: S-T interval normal
C0438165  ECG: S-T interval abnormal
C0438166  ECG: T wave normal
C0438167  ECG: T wave abnormal
C0438168  ECG: U wave normal
C0438169  ECG: U wave abnormal
C0438170  ECG: P-R interval normal
C0438171  ECG: P-R interval abnormal
C0438172  ECG: QRS complex normal
C0438173  ECG: QRS complex abnormal
C0438174  ECG: Q-T interval normal
C0438175  ECG: Q-T interval abnormal
C0438176  Cardiac function test normal
C0438177  Cardiac function test abnormal
C0438178  Exercise tolerance test normal
C0438195  Cardiovascular test interpreta
C0438237  LIVER ENZYME ABNORMAL
C0438430  Blind spot scotoma
C0438433  Siedel's scotoma
C0438977  Homonymous quadrant anopia
C0439027  C/O - excess tears
C0442747  Distance vision findings
C0442748  6/4
C0442749  6/5
C0442750  6/6
C0442751  6/9
C0442752  6/12
C0442753  6/18
C0442754  6/24
C0442755  6/36
C0442756  6/60
C0442757  3/4
C0442759  3/6
C0442760  3/9
C0442761  3/12
C0442762  3/18
C0442763  3/24
C0442764  3/36
C0442765  3/60
C0442766  1/24
C0442767  1/36
C0442768  1/60
C0442770  HM - Hand movements
C0442771  LP - Light perception
C0442772  POL - accurate projection
C0442773  POL - inaccurate projection
C0444798  Alteration of circulating volume
C0444876  Cilioretinal artery sparing
C0455647  H/O: liver recipient
C0455813  Sees rainbows
C0455825  LV mass
C0455877  Fetal heart sounds loud
C0455878  Fetal heart sounds quiet
C0455893  Pile easily reducible
C0455894  Pile difficult to reduce
C0455895  Pile cannot be reduced
C0455901  Small tonsils
C0455902  Healthy tonsils
C0455934  Small adenoids
C0455938  Large adenoids
C0456001  Chylous ascites of newborn
C0456050  Rupture of superficial cerebral vein
C0456544  Nasal mucosa boggy
C0456552  Absent adenoids
C0456773  Increased intensity of first heart sound, S1
C0456967  Ocular test dist as specified
C0457084  Swollen toe
C0457085  Sausage toe
C0457238  Technically poor CTG
C0457239  Reactivity reduced
C0457240  Norm fetal heart baseline patt
C0457241  Sinusoidal pattern fetal heart
C0457245  Variable deceleration
C0457246  Prolonged deceleration
C0457247  Mixed deceleration
C0457250  Normal baseline fet heart rate
C0457251  Baseline bradycardia
C0457252  Baseline tachycardia
C0460103  Vaginal vault bleeding
C0473123  Omental haematoma
C0473124  Perinephric haematoma
C0473729  Haemarthrosis of PIP joint of finger
C0473730  Haemarthrosis of MCP joint
C0474349  Ant chamber total hyphaema
C0474354  NVD - New vessels optic disc
C0474358  Retinal dot haemorrhages
C0474360  Confluent retinal haemorrhages
C0474361  Macular subretinal haemorrhage
C0474362  Optic disc haemorrhage
C0474439  Edema of structure within eye
C0474440  Corneal epithelial edema
C0474443  Bullous corneal epithel edema
C0474444  Corneal stromal edema
C0474445  Widespread retinal edema
C0474447  Abdominal wall edema
C0474713  ECG: no myocardial ischaemia
C0474715  EKG findings of ischemia
C0474999  Salivary gland haematoma
C0475099  O/E - color flushed
C0475100  O/E - jaundiced
C0475103  O/E - edema
C0475105  O/E - ankle edema
C0475106  O/E - edema of feet
C0475107  O/E - edema of legs
C0475108  O/E - edema of thighs
C0475109  O/E - abdominal edema
C0475110  O/E - sacral edema
C0475111  O/E - genital edema
C0475112  O/E - periorbital edema
C0475113  O/E - arm edema
C0475136  O/E - color blindness
C0475138  On examination - red-green color blindness
C0475139  O/E - retinal haemorrhages
C0475140  O/E - vitreous haemorrhages
C0475150  O/E - nasal mucosa edematous
C0475156  O/E - throat haemorrhage
C0475313  Counts fingers - 1 meter
C0475314  Counts fingers - 1/2 meter
C0475315  Counts fingers - 1/3 meter
C0475761  Edema of ear canal
C0475765  NOSE EDEMA
C0476233  Excessive blushing
C0476263  Precordial friction
C0476419  Abnormal liver scan
C0476454  Nonspecific low blood pressure reading
C0476455  BP reading labile
C0495429  Neonatal jaundice due to bleeding
C0497156  Lymphadenopathy
C0497247  Elevated blood pressure
C0516977  Physical health
C0517385  Peripheral pulse palpable
C0520722  Retained magnetic foreign body in anterior chamber
C0520849  Normal arterial wedge pressure
C0520850  Increased arterial wedge pressure
C0520851  Decreased arterial wedge pressure
C0520853  Increased mean arterial pressure
C0520854  Decreased mean arterial pressure
C0520859  Normal jugular venous pressure
C0520860  Abnormal jugular venous pressure
C0520861  Increased jugular venous pressure
C0520862  Decreased jugular venous pressure
C0520868  Normal cardiac index
C0520869  Increased cardiac index
C0520870  Decreased cardiac index
C0520871  Normal cardiac stroke volume
C0520872  Increased cardiac stroke volume
C0520873  Decreased cardiac stroke volume
C0520878  Short PR interval
C0520886  ST ELEVATED
C0520887  ST DEPRESSED
C0520888  T INVERTED
C0520890  Increased vascular resistance
C0520891  Decreased vascular resistance
C0521481  Mucosal edema
C0522050  Absent second heart sound, S2
C0522054  ECG normal
C0522055  ABNORMAL ELECTROCARDIOGRAM
C0522073  Orthodeoxia
C0541781  ARMS SWOLLEN RED HOT
C0541782  ARREST ATRIAL
C0541923  Edema lip
C0541972  LIVER FUNCTION TESTS MULTIPLE ABNORM
C0541979  GGTP ABNORMAL
C0542051  INSTABILITY VASOMOTOR
C0542067  LARGE ARM SWELLING
C0542117  Acquired Spider Nevus
C0542148  PERIPHERAL VISION DEFECTIVE
C0542203  RETENTION WATER
C0542237  THROMBOPHLEBITIS INJECTION SITE
C0542260  VISION CENTRAL DEFECTIVE
C0542265  Wave amplitude decreased
C0543392  FECES BLOODSTAINED
C0544679  Paracaecal scotoma
C0544680  Quadrant hemianopia
C0546403  Proteinaceous lymphadenopathy
C0546884  Hypovolemia
C0549123  Large tonsils
C0553982  Impaired left ventricular func
C0554391  Eclampsia - delivered
C0554996  Fungating tumor of lymph node
C0555172  Coronary stent occluded
C0555288  Superficial ecchymosis
C0555309  Muscle ecchymosis
C0555699  O/E - loss of consciousness
C0555703  O/E - scrotal edema
C0555708  O/E - irregular pulse
C0555709  O/E - venous system NOS
C0555710  O/E - abdominal veins
C0555711  O/E - aortic murmur
C0555712  O/E - diastolic murmur
C0555713  O/E - pulmonary murmur
C0555714  O/E - systolic murmur
C0555715  O/E - dorsalis pedis -R
C0555716  O/E - femoral pulse - R
C0555717  O/E - popliteal pulse-R
C0555718  O/E - post-tibial pulse - R
C0555719  O/E - dorsalis pedis - L
C0555720  O/E - femoral pulse - L
C0555721  O/E - popliteal pulse - L
C0555722  O/E - post tibial pulse - L
C0555730  O/E - hepatomegaly
C0555856  Blood in vomit O/E
C0558171  Eyesight deteriorating
C0558359  Abnormal pupil
C0558427  Subungual haematoma, foot.
C0558494  O/E - JVP
C0558495  O/E - chest wall veins
C0558498  On examination - pulse-abd.visible (finding)
C0558516  O/E - blood - ext. ear
C0558522  O/E - petechiae on skin
C0558592  Blood in sputum O/E
C0558758  Apex beat displaced - LVH
C0558759  Apex beat displaced - RVH
C0558798  Carotid bruit present (context-dependent category)
C0558799  FEMORAL BRUIT
C0558801  Renal bruit present (context-dependent category)
C0559684  Inflamed tonsils
C0561919  Spotting per vagina in pregnancy
C0564610  Tonsil congested
C0564890  Burn to cornea - blister
C0564891  Burn cornea - full thickness
C0565414  O/E lens - early opacity
C0565827  Bypass graft mechanic complic
C0566770  Good base vari fet heart rate
C0566771  Poor base vari fet heart rate
C0566773  Normal CTG tracing
C0566774  CTG tracing problem (finding)
C0566869  Obs fetal heart rate
C0566870  Fetal heart rate present
C0566871  Fetal heart rate absent
C0566872  Fetal heart rate not observed
C0566873  Normal fetal heart rate
C0566874  Obs baseline fetal heart rate
C0566875  Regular fetal heart rhythm
C0566876  Irregular fetal heart rhythm
C0566877  Obs fetal heart sound
C0566917  Purpura of vulva
C0566936  Edema of clitoris
C0566957  Passing clots vaginally
C0566958  Passing small clots vaginally
C0566959  Passing large clots vaginally
C0566960  Passing no clots vaginally
C0566961  Fresh bleeding from vagina
C0566962  Pass altered blood from vagina
C0566963  Scanty vaginal bleeeding
C0566964  Moderate vaginal bleeding
C0566965  Profuse vaginal bleeding
C0566968  Vaginal bleeding problem
C0567511  Edema of nipple
C0567515  Bleeding of surface of nipple
C0574060  Peripheral pulses impalpable
C0574140  Paraprosth pulmon regurgitatn
C0574741  Bleeding skin
C0575276  Thoracic spine - swollen
C0575277  Bony swelling of the thoracic spine
C0575278  Thorac spine-soft tissue swell
C0575353  Dorsal spine - tender
C0575354  Dorsal spine-painful on move
C0575503  Pain of sternum
C0575512  Rib tender
C0576177  Swelling of ankle joint
C0576178  Bony swelling of ankle joint
C0576179  Soft tissue swelling of ankle joint
C0576180  Ankle joint synovial swelling
C0576241  Foot joint swelling
C0576242  Bony swelling of foot joint
C0576243  Foot joint - soft tissue swelling
C0576244  Foot joints synovial swelling
C0576335  Swelling of toe joint
C0576336  Bony swelling of toe joint
C0576337  Toe joint - soft tissue swelling
C0576338  Toe joint - synovial swelling
C0576834  Bleeding pinna
C0576995  Hemorrhage from throat
C0576998  Tonsil present
C0576999  Absent tonsils
C0577000  Obs of appearance of tonsil
C0577001  Normal sized tonsils
C0577005  Obs of discharge of tonsil
C0577045  Liver palpable
C0577046  Obs of appearance liver
C0577047  Small liver
C0577048  Obs of consistency liver
C0577049  Liver soft
C0577050  Liver firm
C0577051  Liver irregular
C0577052  Liver smooth
C0577053  Lesion of liver
C0577055  Obs of sensation of liver
C0577057  Obs of pulsation of liver
C0577058  Obs of measures of liver
C0577059  Liver normal
C0577060  LIVER
C0577081  Vomit contains blood
C0577082  Vomit contains fresh blood
C0577084  Vomit contains old blood
C0577245  Edema of prepuce
C0577785  Cardiac observations
C0577786  Observation of left ventricle
C0577787  Observation of right ventricle
C0577788  Heart valve observation
C0577789  Aortic valve observation
C0577790  Aortic valve normal
C0577791  Mitral valve observation
C0577792  Mitral valve normal
C0577793  Pulmonary valve observation
C0577794  Pulmonary valve lesion
C0577796  Pulmonary valve normal
C0577797  Tricuspid valve observation
C0577798  Tricuspid valve lesion
C0577800  Tricuspid valve normal
C0577801  Observation of heart rhythm
C0577802  Observation of heart rate
C0577804  Obs regularity of heart rhythm
C0577805  Cardiac conduction system obs
C0577808  Observation of TU interval
C0577811  Myocardial perfusion normal
C0577813  Pericardial observation
C0577816  Observation of heart sounds
C0577817  Obs of first heart sound
C0577818  Obs of second heart sound
C0577821  Heart sounds normal
C0577822  Abnormal heart sounds NOS
C0577823  Obs palpation of heart
C0577825  Thrusting apex beat
C0577826  Feeble apex beat
C0577827  Normal character apex beat
C0577828  Apex beat normal position
