C0002170  Hair loss
C0576666  Firm touch sensation present
C0576667  Absent firm touch sensation
C0576668  Impaired firm touch sensation
C0576669  Normal firm touch sensation
C0576670  Observation of touch discrim
C0576671  Touch discrimination present
C0576672  Absent touch discrimination
C0576673  Impaired touch discrimination
C0576674  Normal touch discrimination
C0576675  Obs of pin prick discrim
C0576676  Pin prick discrim present
C0576677  Absent pin prick discrim
C0576678  Impaired pin prick discrim
C0576679  Normal pin prick discrim
C0576680  Obs of measures of touch
C0576682  Observation of vibration sense
C0576683  Vibration sensation present
C0576684  Impaired vibration sensation
C0576685  Normal vibration sensation
C0576697  Graphaesthesia impaired
C0576698  Graphaesthesia absent
C0576808  Perianal sinus
C0576966  Obs appearance oral mucosa
C0576971  Lesion of tongue
C0576973  Moist tongue
C0576975  Obs appearance gingivae
C0576976  Lesion of gingivae
C0577120  Obs of skin of abdom wall
C0577121  Stretched abdominal wall skin
C0577122  Dehydration of abdominal skin
C0577123  Abdominal skin scar
C0577124  Abdominal wall skin normal
C0577204  Scrotum normal
C0577241  Foreskin present
C0577242  Foreskin absent
C0577243  Lesion of prepuce
C0577244  Ulcer of prepuce
C0577245  Edema of prepuce
C0577246  Mass of prepuce
C0577646  Sweating attack
C0577877  Lesion of nose
C0578504  Burning sensation of ear
C0578531  Skin dimple
C0578590  Lid lesion
C0578682  Loss of eyebrows
C0578692  Failure of beard growth
C0578696  Lack of temporal recession
C0578697  Absence of second sexual hair
C0578698  Sparseness second sexual hair
C0578704  Hand print mark
C0578762  Obs appear umbilical stump
C0578763  Obs moistn umbil stump
C0578764  Axillary hair Tanner Stage 4
C0578765  Axillary hair Tanner Stage 5
C0578769  Ulcerat inguinal lymph node
C0578771  Ulcerat popliteal lymph node
C0580182  Hyperhidrosis of axilla
C0580183  Hyperhidrosis of palms
C0580943  O/E - facial hair
C0581146  O/E - anaesthesia in legs
C0581148  O/E - anaesthesia extremities
C0581149  O/E - paraesthesia in hands
C0581152  O/E - eyebrow cyst present
C0581153  O/E - scalp cyst present
C0581154  O/E - cracked skin of feet
C0581155  O/E - cracked skin of hands
C0581156  O/E - nose crusting
C0581157  O/E skin color
C0581158  O/E skin red
C0581159  O/E - red nose
C0581160  O/E - tenderness of skin
C0581161  O/E - discoid rash
C0581344  Macerated perianal skin
C0581847  Blue fingers
C0581848  Blue toes
C0581858  On examination - mouth rash (disorder)
C0581859  O/E - bleeding gums
C0581910  Dropping sensation- pelvic floor
C0581928  O/E - rough skin
C0581929  O/E - milia
C0582064  Sallow complexion
C0582065  Skin color good
C0582066  Blue skin
C0582067  Pink skin
C0582068  Gray skin
C0582069  Skin color poor
C0582146  Skin constricture
C0582162  Sensation of sutures pulling
C0582163  Irrit sensat along suture line
C0582267  O/E - itchy rash
C0584807  Erythema over mastoid
C0585900  Pin prick sens Rt foot abnorm
C0585901  Pin prick sens Lt foot abnorm
C0585902  Pin prick sensation of right foot normal
C0585903  Pin prick sensation of left foot normal
C0585904  O/E-Vibr sens Rt foot abnorm
C0585905  O/E - Vibration sense of right foot normal
C0585906  O/E-Vibr sens Lt foot abnorm
C0585907  O/E - Vibration sense of left foot normal
C0585925  O/E - Right foot ulcer
C0585926  O/E - Left foot ulcer
C0586291  Alcohol-induced flushes
C0586558  toenails thickening
C0587094  Calcification of breast
C0587151  O/E - scrotum
C0587166  O/E - pain and sensation
C0587867  Irritation symptom
C0587990  C/O paraesthesia
C0589024  Pilonidal sinus of natal cleft
C0589600  Stillman's gingival cleft
C0600021  Absence of nail
C0678215  Pale
C0684911  Mottled lung
C0700079  TOUCH SENSITIVITY INCREASED
C0740374  Cellulitis of thumb
C0740636  ABDOMEN SKIN RASH
C0740980  lesions on anal region (physical finding)
C0741042  cysts on ankle (physical finding)
C0741077  skin graft on the ankle
C0741365  cysts on back (physical finding)
C0741407  BACK SKIN LESION
C0741412  BACK SKIN RASH
C0741735  cystic breast mass
C0741755  BREAST SKIN RASH
C0741756  BREAST SKIN TAG
C0741827  cysts on buttock (physical finding)
C0741831  lesions on the buttocks
C0741833  pustules on buttock
C0742331  CHEST SKIN RASH
C0743344  cysts on ear
C0743449  cysts on elbow (physical finding)
C0743748  cysts on face (physical finding)
C0743775  lesions on face (physical finding)
C0743787  reported skin lesion on face as symptom
C0743789  FACE SKIN RASH
C0744025  lesions fingers
C0744118  FOOT CYST
C0744147  lesions feet
C0744152  skin nodules on feet
C0744168  skin graft on the foot
C0744205  lesions on forehead (physical finding)
C0744369  genital lesion as symptom
C0744405  gingival mass (physical finding)
C0744517  HAIR LOSS INCREASED
C0744529  cysts on hand (physical finding)
C0744572  HAND SKIN BLISTER
C0744576  HAND SKIN DRY
C0744578  skin graft on the hand
C0744583  HAND SKIN RASH
C0745244  IMPETIGO INACTIVE
C0745308  lesions inguinal
C0745332  ulcer of inguinal region (physical finding)
C0745725  cysts on lip
C0745835  LOWER EXTREMITY ESCHAR
C0745870  nodules on the lower extremities
C0745900  LOWER EXTREMITY SKIN EROSION
C0746789  cysts on neck
C0746886  NEVUS DISCOLORED
C0746887  NEVUS ENLARGING
C0746925  erythematous nodule (physical finding)
C0747239  dark brown papule (physical finding)
C0747240  PAPULE ENLARGING
C0747241  erythematous papule (physical finding)
C0747322  PEDICULOSIS UNTREATED
C0747465  PERIANAL LESION
C0747493  PERINEUM CYST
C0747497  PERINEAL LESION
C0747624  skin plaques generalized [as symptom]
C0748192  PURPURA NON PALPABLE
C0748507  SCABIES UNRESPONSIVE RX
C0748554  SCROTUM LESION
C0748557  nodules scrotum
C0748563  SEBACEOUS GLAND CLOGGED
C0748640  lesions on shins (physical finding)
C0748674  nodules on the shoulders
C0748686  skin lesion on shoulders
C0748736  SKIN ABNORMAL
C0748738  SKIN ABSCESS MULTIPLE
C0748763  SKIN ERUPTION ACNEIFORM
C0748764  SKIN ERUPTION BULLOUS
C0748765  SKIN ERUPTION CHRONIC
C0748766  SKIN ERUPTION CIRCULAR
C0748767  SKIN ERUPTION DESQUAMATING
C0748768  SKIN ERUPTION DIFFUSE
C0748769  SKIN ERUPTION ERYTHEMA MULTIFORME LIKE
C0748771  SKIN ERUPTION ETIOLOGY UNKNOWN
C0748772  SKIN ERUPTION GENERALIZED
C0748773  SKIN ERUPTION HEAT
C0748774  SKIN ERUPTION HYPERKERATOTIC
C0748775  SKIN ERUPTION HYPERPIGMENTED
C0748776  SKIN ERUPTION MACULAR
C0748777  SKIN ERUPTION MACULOPAPULAR
C0748778  SKIN ERUPTION NOT PRESENT
C0748779  SKIN ERUPTION PALM SOLE
C0748780  SKIN ERUPTION PAPULOSQUAMOUS
C0748781  SKIN ERUPTION PETECHIAL
C0748782  SKIN ERUPTION PLAQUE
C0748786  SKIN GRAFT TANGENTIAL EXCISION DELAYED SPLIT THICKNESS
C0748795  SKIN LESION BENIGN APPEARING
C0748796  SKIN LESION BULLOUS
C0748797  SKIN LESION CELLULITIS SURROUNDING
C0748798  SKIN LESION CHRONIC
C0748799  SKIN LESION DIFFUSE
C0748800  SKIN LESION ERYTHEMATOUS
C0748801  SKIN LESION EXUDATIVE
C0748802  SKIN LESION HERPES
C0748803  SKIN LESION HYPERPIGMENTED
C0748804  SKIN LESION HYPOPIGMENTED
C0748806  SKIN LESION MACULAR
C0748807  multiple skin lesions (physical finding)
C0748808  SKIN LESION NON BLANCHING
C0748809  SKIN LESION NON HEALING
C0748810  SKIN LESION PAPULAR
C0748811  SKIN LESION PAPULOSQUAMOUS
C0748812  SKIN LESION PIGMENTED SKIN LESION RAISED
C0748814  Psoriasiform skin lesions
C0748815  SKIN LESION PUSTULE
C0748816  SKIN LESION RAISED
C0748817  SKIN LESION RECENT CHANG
C0748819  SKIN LESION ULCERATED
C0748820  SKIN LESION VESICULOPAPULAR SKIN LESION PRURITIC
C0748821  SKIN LESION VIOLACEOUS
C0748823  SKIN PROBLEM MULTIPLE
C0748824  SKIN ULCER DRAINING
C0748825  Multiple skin ulcers
C0748826  SKIN ULCER NON HEALING
C0748827  SKIN ULCER SUPERFICIAL NEUROTIC EXCORIATION
C0749091  SUBCUTANEOUS CYST
C0749257  multiple tattoos
C0749338  lesions on thigh (physical finding)
C0749347  skin graft on the thigh
C0749582  tongue ulcer (___ cm) aphthous
C0749793  UPPER EXTREMITY CYST
C0749827  nodules on the upper extremities
C0749839  skin lesion on upper extremities
C0750434  WOUND OPEN PREVIOUSLY HEALED
C0750440  WRIST CYST
C0829697  Right thumb skin
C0850827  generalized skin lesions (symptom)
C0852967  Acne aggravated
C0856139  Granuloma annulare aggravated
C0857187  pustules on hand
C0857395  exfoliation of toe (physical finding)
C0858769  Pallor generalized
C0858917  Conjunctival ecchymosis
C0859038  Rough skin
C0864706  vaccinia not from vaccination
C0866590  erythroderma; secondary
C0877385  pallor of nail beds
C0877628  Fingernail discoloration
C0946387  Skin integrity alteration
C0948297  scales on the face eyelids
C0948922  change in mole
C1096624  PERIUMBILICAL ABDOMINAL PAIN
C1096731  marbled skin
C1112161  perianal erythema
C1142305  melanonychia
C1187006  Mucosal vesicle
C1261137  Epicanthus observation
C1262254  circumoral cyanosis
C1265576  erythema acute
C1265577  Chronic erythema (finding)
C1265578  Idiopathic erythema (finding)
C1268767  Skin incision(s)
C1269684  Skin pigmentation
C1271072  sensory problem with limb
C1271090  Change in skin lesion (finding)
C1271979  On examination - dribble rash
C1272086  O/E - thin skin (finding)
C1272089  10g monofilament sensation present (context-dependent category)
C1272090  10g monofilament sensation absent (context-dependent category)
C1272119  On examination - milk spots
C1272244  O/E - right scrotal swelling (finding)
C1272245  O/E - left scrotal swelling (finding)
C1272265  breast radial scars
C1272266  Complex sclerosing lesion of breast (finding)
C1272329  Bright red
C1272776  Hot drink burn (morphologic abnormality)
C1273298  On examination - vibration sense left foot reduced
C1273299  On examination - vibration sense right foot reduced
C1273327  O/E - Umbilical stump - neonatal (finding)
C1273337  O/E - Injection sites normal (finding)
C1273419  On examination - scalp rash
C1273945  10g monofilament sensation R foot abnormal (situation)
C1273946  10g monofilament sensation L foot abnormal (finding)
C1273947  10g monofilament sensation R foot normal (situation)
C1273948  10g monofilament sensation L foot normal (finding)
C1273973  On examination - ankle ulcer
C1274581  Decorative tattoo (disorder)
C1274582  Professional decorative tattoo of skin (finding)
C1274583  Amateur decorative tattoo of skin
C1274614  UV tanning of skin
C1274615  Constitutional sun sensitivity finding (finding)
C1274616  Skin phototype I (always burn, never tan) (finding)
C1274617  Skin phototype II (initially always burn, then usually tan) (finding)
C1274618  Skin photosubtype IIa (initially always burn, then light tan) (finding)
C1274619  Skin photosubtype IIb (initially always burn, eventual moderate tan) (finding)
C1274620  Skin photosubtype IIc (initially always burn, eventual deep tan) (finding)
C1274621  Skin phototype III (initially sometimes burn, then usually tan) (finding)
C1274622  Skin photosubtype IIIa (initially sometimes burn, then light tan) (finding)
C1274623  Skin photosubtype IIIb (initially sometimes burn, then moderate tan) (finding)
C1274624  Skin photosubtype IIIc (initially sometimes burn, then deep tan) (finding)
C1274625  Constitutional sun tolerance finding (finding)
C1274626  Skin phototype IV (rarely burn, then always tan) (finding)
C1274627  Skin photosubtype IVa (rarely burn, then light tan) (finding)
C1274628  Skin photosubtype IVb (rarely burn, then moderate tan) (finding)
C1274629  Skin photosubtype IVc (rarely burn, then deep tan) (finding)
C1274630  Skin phototype V (moderately pigmented) (finding)
C1274631  Skin phototype VI (deeply pigmented) (finding)
C1274632  Red-blonde hair (finding)
C1274633  True red hair (finding)
C1274634  Pale blonde hair
C1274635  Ash blonde hair
C1274636  Rich blonde hair
C1274638  Mid-brown hair (finding)
C1274639  Dark brown hair (finding)
C1274730  Hypertrophic acne scar (disorder)
C1274732  Acne macule (finding)
C1275014  Scarring due to cryotherapy (disorder)
C1275439  Constitutive hair color finding (finding)
C1275443  Constitutive skin color - pale white
C1275444  Constitutive skin color - white
C1275445  Constitutive skin color - sallow/olive
C1275446  Constitutive skin color - light brown
C1275447  Constitutive skin color - mid-brown
C1275448  Constitutive skin color - dark brown
C1275449  Constitutive skin color - black
C1276049  O/E - closed comedones
C1276134  Constitutive skin pigmentation finding (finding)
C1277298  On examination - erythematous rash
C1277642  Recurrent cyst of breast (finding)
C1277650  Tactile discrimination right foot abnormal (finding)
C1277651  Tactile discrimination left foot abnormal (finding)
C1277652  Tactile discrimination right foot normal (finding)
C1277653  Tactile discrimination left foot normal (finding)
C1277663  On examination - pigmented skin lesion
C1286235  Integrity of skin
C1286501  Complexion finding (finding)
C1287757  Finding of colour of oral mucosa
C1287758  Finding of moistness of oral mucosa
C1287761  Finding of colour of gingivae
C1287807  Finding of size of scrotum
C1287813  Finding of retraction of foreskin
C1287831  Galant reflex finding
C1288167  Finding of thickness of skin
C1288168  Finding of skin complexion
C1288169  Finding of skin elasticity
C1288170  Finding of shape of nail
C1288171  Finding of thickness of nail
C1288172  Finding of strength of nails
C1288173  Finding of colour of nails
C1288174  Finding of neonatal hair
C1288176  Finding of color of hair
C1288177  Finding of secondary sexual hair growth
C1288178  Finding of distribution pattern of hair growth
C1288179  Finding of hair characteristics
C1288180  Finding of texture of hair
C1290770  Erythema of mucous membrane of oral vestibule (finding)
C1291044  INTEGUMENTARY SYSTEM
C1291076  Loss of gingival stippling (finding)
C1291730  Absent acmaesthesia
C1295585  Decreased vibration sense
C1299799  Epidermal collarette (finding)
C1300101  Merle coat color (finding)
C1300201  Pale red
C1300769  Carcinoma of skin (excluding eyelid, vulva, penis, and melanomas) TNM finding (finding)
C1300770  pT1: Tumor 2 cm or less in greatest dimension (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
C1300771  pT1a: Tumor 2 cm or less in greatest dimension, limited to dermis or 2 mm or less in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
C1300772  pT1b: Tumor 2 cm or less in greatest dimension, limited to dermis and greater than 2 mm in thickness, but not more than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
C1300773  pT1c: Tumor 2 cm or less in greatest dimension, invading the subcutis and/or greater than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
C1300774  pT2: Tumor more than 2 cm, but not more than 5 cm, in greatest dimension (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
C1300775  pT2a: Tumor more than 2 cm, but not more than 5 cm, in greatest dimension, limited to dermis or greater than 2 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
C1300776  pT2b: Tumor more than 2 cm, but not more than 5 cm, in greatest dimension, limited to dermis and greater than 2 mm in thickness, but not more than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
C1300777  pT2c: Tumor more than 2 cm, but not more than 5 cm, in greatest dimension, invading the subcutis and/or greater than 6 mm in thicknesss (carcinoma of skin excluding eyelid, vulva, penis, and melanomas)
C1300778  pT3: Tumor more than 5 cm in greatest dimension (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
C1300779  pT3a: Tumor more than 5 cm in greatest dimension, limited to dermis or not more than 2 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
C1300780  pT3b: Tumor more than 5 cm in greatest dimension, limited to dermis and greater than 2 mm in thickness, but not more than 6 mm in thickness (carcinoma of skin excluding eyelid, vulva, penis, and melanomas) (finding)
