C0000727  Abdomen, Acute
C2232008  skin crust on elbow (symptom)
C2232009  skin crust on right elbow
C2232010  skin crust on medial surface of right elbow
C2232011  skin crust on lateral surface of right elbow
C2232012  skin crust on anterior surface of right elbow
C2232013  skin crust on posterior surface of right elbow (symptom)
C2232014  skin crust on left elbow
C2232015  skin crust on medial surface of left elbow
C2232016  skin crust on lateral surface of left elbow
C2232017  skin crust on anterior surface of left elbow
C2232018  skin crust on posterior surface of left elbow (symptom)
C2232019  skin crust on both elbows
C2232020  skin crust on medial surface of both elbows
C2232021  skin crust on lateral surface of both elbows (symptom)
C2232022  skin crust on anterior surface of both elbows (symptom)
C2232023  skin crust on posterior surface of both elbows
C2232024  skin crust on forearm (symptom)
C2232025  skin crust on right forearm (symptom)
C2232026  skin crust on proximal surface of right forearm
C2232027  skin crust on distal surface of right forearm
C2232028  skin crust on anterior surface of right forearm
C2232029  skin crust on posterior surface of right forearm
C2232030  skin crust on ulnar surface of right forearm (symptom)
C2232031  skin crust on radial surface of right forearm (symptom)
C2232032  skin crust on left forearm
C2232033  skin crust on proximal surface of left forearm
C2232034  skin crust on distal surface of left forearm
C2232035  skin crust on anterior surface of left forearm
C2232036  skin crust on posterior surface of left forearm (symptom)
C2232037  skin crust on ulnar surface of left forearm
C2232038  skin crust on radial surface of left forearm
C2232039  skin crust on wrist (symptom)
C2232040  skin crust on right wrist
C2232041  skin crust on anterior surface of right wrist (symptom)
C2232042  skin crust on posterior surface of right wrist (symptom)
C2232043  skin crust on ulnar surface of right wrist
C2232044  skin crust on radial surface of right wrist (symptom)
C2232045  skin crust on left wrist
C2232046  skin crust on anterior surface of left wrist
C2232047  skin crust on posterior surface of left wrist (symptom)
C2232048  skin crust on ulnar surface of left wrist (symptom)
C2232049  skin crust on radial surface of left wrist (symptom)
C2232050  skin crust on both wrists (symptom)
C2232051  skin crust on anterior surface of both wrists
C2232052  skin crust on posterior surface of both wrists (symptom)
C2232053  skin crust on ulnar surface of both wrists (symptom)
C2232054  skin crust on radial surface of both wrists (symptom)
C2232055  skin crust on hand (symptom)
C2232056  skin crust on right hand (symptom)
C2232057  skin crust on dorsal surface of right hand
C2232058  skin crust on palmar surface of right hand (symptom)
C2232059  skin crust on left hand (symptom)
C2232060  skin crust on dorsal surface of left hand (symptom)
C2232061  skin crust on palmar surface of left hand (symptom)
C2232062  skin crust on both hands
C2232063  skin crust on dorsal surface of both hands (symptom)
C2232064  skin crust on palmar surface of both hands
C2232065  skin crust on finger
C2232066  skin crust on thumb of right hand
C2232067  skin crust on proximal surface of thumb of right hand (symptom)
C2232068  skin crust on distal surface of thumb of right hand (symptom)
C2232069  skin crust on palmar surface of thumb of right hand (symptom)
C2232070  skin crust on dorsal surface of thumb of right hand (symptom)
C2232071  skin crust on medial surface of thumb of right hand
C2232072  skin crust on lateral surface of thumb of right hand (symptom)
C2232073  skin crust on index finger of right hand (symptom)
C2232074  skin crust on proximal surface of index finger of right hand
C2232075  skin crust on distal surface of index finger of right hand (symptom)
C2232076  skin crust on palmar surface of index finger of right hand (symptom)
C2232077  skin crust on dorsal surface of index finger of right hand
C2232078  skin crust on medial surface of index finger of right hand
C2232079  skin crust on lateral surface of index finger of right hand
C2232080  skin crust on middle finger of right hand (symptom)
C2232081  skin crust on proximal surface of middle finger of right hand (symptom)
C2232082  skin crust on distal surface of middle finger of right hand
C2232083  skin crust on palmar surface of middle finger of right hand (symptom)
C2232084  skin crust on dorsal surface of middle finger of right hand (symptom)
C2232085  skin crust on medial surface of middle finger of right hand (symptom)
C2232086  skin crust on lateral surface of middle finger of right hand (symptom)
C2232087  skin crust on ring finger of right hand
C2232088  skin crust on proximal surface of ring finger of right hand (symptom)
C2232089  skin crust on distal surface of ring finger of right hand (symptom)
C2232090  skin crust on palmar surface of ring finger of right hand
C2232091  skin crust on dorsal surface of ring finger of right hand
C2232092  skin crust on medial surface of ring finger of right hand (symptom)
C2232093  skin crust on lateral surface of ring finger of right hand (symptom)
C2232094  skin crust on little finger of right hand
C2232095  skin crust on proximal surface of little finger of right hand
C2232096  skin crust on distal surface of little finger of right hand (symptom)
C2232097  skin crust on palmar surface of little finger of right hand
C2232098  skin crust on dorsal surface of little finger of right hand
C2232099  skin crust on medial surface of little finger of right hand
C2232100  skin crust on lateral surface of little finger of right hand (symptom)
C2232101  skin crust on thumb of left hand
C2232102  skin crust on proximal surface of thumb of left hand (symptom)
C2232103  skin crust on distal surface of thumb of left hand
C2232104  skin crust on palmar surface of thumb of left hand
C2232105  skin crust on dorsal surface of thumb of left hand (symptom)
C2232106  skin crust on medial surface of thumb of left hand (symptom)
C2232107  skin crust on lateral surface of thumb of left hand (symptom)
C2232108  skin crust on index finger of left hand (symptom)
C2232109  skin crust on proximal surface of index finger of left hand (symptom)
C2232110  skin crust on distal surface of index finger of left hand
C2232111  skin crust on palmar surface of index finger of left hand
C2232112  skin crust on dorsal surface of index finger of left hand
C2232113  skin crust on medial surface of index finger of left hand
C2232114  skin crust on lateral surface of index finger of left hand (symptom)
C2232115  skin crust on middle finger of left hand
C2232116  skin crust on proximal surface of middle finger of left hand (symptom)
C2232117  skin crust on distal surface of middle finger of left hand (symptom)
C2232118  skin crust on palmar surface of middle finger of left hand (symptom)
C2232119  skin crust on dorsal surface of middle finger of left hand
C2232120  skin crust on medial surface of middle finger of left hand
C2232121  skin crust on lateral surface of middle finger of left hand (symptom)
C2232122  skin crust on ring finger of left hand
C2232123  skin crust on proximal surface of ring finger of left hand (symptom)
C2232124  skin crust on distal surface of ring finger of left hand
C2232125  skin crust on palmar surface of ring finger of left hand (symptom)
C2232126  skin crust on dorsal surface of ring finger of left hand
C2232127  skin crust on medial surface of ring finger of left hand (symptom)
C2232128  skin crust on lateral surface of ring finger of left hand
C2232129  skin crust on little finger of left hand
C2232130  skin crust on proximal surface of little finger of left hand (symptom)
C2232131  skin crust on distal surface of little finger of left hand
C2232132  skin crust on palmar surface of little finger of left hand (symptom)
C2232133  skin crust on dorsal surface of little finger of left hand
C2232134  skin crust on medial surface of little finger of left hand (symptom)
C2232135  skin crust on lateral surface of little finger of left hand
C2232136  skin crust of multiple fingers of both hands
C2232137  skin crust involving knuckle
C2232138  skin crust sparing knuckle (symptom)
C2232139  skin crust around fingernail
C2232140  skin crust on trunk (symptom)
C2232141  skin crust of breast (symptom)
C2232142  skin crust of right breast (symptom)
C2232143  skin crust of right upper outer breast (symptom)
C2232144  skin crust of right lower outer breast
C2232145  skin crust of right upper inner breast (symptom)
C2232146  skin crust of right lower inner breast (symptom)
C2232147  skin crust of left breast (symptom)
C2232148  skin crust of left upper outer breast
C2232149  skin crust of left lower outer breast
C2232150  skin crust of left upper inner breast (symptom)
C2232151  skin crust of left lower inner breast
C2232152  skin crust of chest (symptom)
C2232153  skin crust of right upper chest (symptom)
C2232154  skin crust of left upper chest (symptom)
C2232155  skin crust of right lower chest (symptom)
C2232156  skin crust of left lower chest
C2232157  skin crust of entire chest (symptom)
C2232158  skin crust of abdomen
C2232159  skin crust of right upper abdomen (symptom)
C2232160  skin crust of left upper abdomen
C2232161  skin crust of right lower abdomen (symptom)
C2232162  skin crust of left lower abdomen
C2232163  skin crust of middle abdomen
C2232164  skin crust of entire abdomen (symptom)
C2232165  skin crust of back
C2232166  skin crust of right upper back (symptom)
C2232167  skin crust of left upper back (symptom)
C2232168  skin crust of right lower back
C2232169  skin crust of left lower back
C2232170  skin crust of mid back
C2232171  skin crust of entire upper back (symptom)
C2232172  skin crust of groin
C2232173  skin crust of right side of groin
C2232174  skin crust of left side of groin (symptom)
C2232175  skin crust of entire groin area (symptom)
C2232176  skin crust of diaper area (symptom)
C2232177  skin crust of diaper area in front
C2232178  skin crust of diaper area involving buttocks
C2232179  skin crust of vulva (symptom)
C2232180  skin crust of right side of vulva
C2232181  skin crust of left side of vulva (symptom)
C2232182  skin crust of entire vulvar area
C2232183  skin crust of buttocks (symptom)
C2232184  skin crust of right buttock (symptom)
C2232185  skin crust of left buttock
C2232186  skin crust of midline buttocks (symptom)
C2232187  skin crust of both buttocks (symptom)
C2232188  skin crust of intragluteal cleft
C2232189  skin crust of perianal region (symptom)
C2232190  skin crust of lower extremities (symptom)
C2232191  skin crust of thighs (symptom)
C2232192  skin crust of right thigh (symptom)
C2232193  skin crust of anterior aspect of right thigh (symptom)
C2232194  skin crust of posterior aspect of right thigh (symptom)
C2232195  skin crust of medial aspect of right thigh
C2232196  skin crust of lateral aspect of right thigh (symptom)
C2232197  skin crust of left thigh
C2232198  skin crust of anterior aspect of left thigh
C2232199  skin crust of posterior aspect of left thigh (symptom)
C2232200  skin crust of medial aspect of left thigh (symptom)
C2232201  skin crust of lateral aspect of left thigh
C2232202  skin crust of both thighs (symptom)
C2232203  skin crust of anterior aspect of both thighs (symptom)
C2232204  skin crust of posterior aspect of both thighs (symptom)
C2232205  skin crust of medial aspect of both thighs (symptom)
C2232206  skin crust of lateral aspect of both thighs
C2232207  skin crust of knee (symptom)
C2232208  skin crust of right knee (symptom)
C2232209  skin crust of anterior aspect of right knee
C2232210  skin crust of posterior aspect of right knee
C2232211  skin crust of medial aspect of right knee
C2232212  skin crust of lateral aspect of right knee (symptom)
C2232213  skin crust of left knee (symptom)
C2232214  skin crust of anterior aspect of left knee (symptom)
C2232215  skin crust of posterior aspect of left knee
C2232216  skin crust of medial aspect of left knee (symptom)
C2232217  skin crust of lateral aspect of left knee
C2232218  skin crust of both knees (symptom)
C2232219  skin crust of anterior aspect of both knees (symptom)
C2232220  skin crust of posterior aspect of both knees (symptom)
C2232221  skin crust of medial aspect of both knees
C2232222  skin crust of lateral aspect of both knees (symptom)
C2232223  skin crust of shin (symptom)
C2232224  skin crust of right shin
C2232225  skin crust of left shin
C2232226  skin crust of both shins (symptom)
C2232227  skin crust of calf (symptom)
C2232228  skin crust of right calf (symptom)
C2232229  skin crust of left calf (symptom)
C2232230  skin crust of both calves
C2232231  skin crust of ankle
C2232232  skin crust of right ankle
C2232233  skin crust of anterior aspect of right ankle (symptom)
C2232234  skin crust of posterior aspect of right ankle (symptom)
C2232235  skin crust of medial aspect of right ankle
C2232236  skin crust of lateral aspect of right ankle
C2232237  skin crust of left ankle
C2232238  skin crust of anterior aspect of left ankle (symptom)
C2232239  skin crust of posterior aspect of left ankle (symptom)
C2232240  skin crust of medial aspect of left ankle
C2232241  skin crust of lateral aspect of left ankle (symptom)
C2232242  skin crust of both ankles
C2232243  skin crust of anterior aspect of both ankles
C2232244  skin crust of posterior aspect of both ankles (symptom)
C2232245  skin crust of medial aspect of both ankles
C2232246  skin crust of lateral aspect of both ankles (symptom)
C2232247  skin crust of foot (symptom)
C2232248  skin crust of right foot
C2232249  skin crust of top of right foot
C2232250  skin crust of sole of right foot
C2232251  skin crust of medial aspect of right foot (symptom)
C2232252  skin crust of lateral aspect of right foot (symptom)
C2232253  skin crusts of right foot with moccasin distribution (symptom)
C2232254  skin crust of left foot (symptom)
C2232255  skin crust of top of left foot
C2232256  skin crust of sole of left foot
C2232257  skin crust of medial aspect of left foot
C2232258  skin crust of lateral aspect of left foot
C2232259  skin crusts of left foot with moccasin distribution
C2232260  skin crust of both feet
C2232261  skin crust of top of both feet
C2232262  skin crust of soles of both feet
C2232263  skin crust of medial aspect of both feet
C2232264  skin crust of lateral aspect of both feet
C2232265  skin crusts of both feet with moccasin distribution (symptom)
C2232266  skin crust of toe
C2232267  skin crust of toe of right foot (symptom)
C2232268  skin crust of great toe of right foot
C2232269  skin crust of second toe of right
C2232270  skin crust of third toe of right foot (symptom)
C2232271  skin crust of fourth toe of right foot (symptom)
C2232272  skin crust of little toe of right foot
C2232273  skin crust of toe of left foot (symptom)
C2232274  skin crust of great toe of left foot
C2232275  skin crust of second toe of left foot (symptom)
C2232276  skin crust of third toe of left foot (symptom)
C2232277  skin crust of fourth toe of left foot
C2232278  skin crust of little toe of left foot
C2232279  skin crust between toes (symptom)
C2232280  skin crust between toes of right foot (symptom)
C2232281  skin crust between toes of left foot
C2232282  skin crust between toes of both feet (symptom)
C2232696  painful mouth sore
C2232700  labial swelling bilateral
C2232708  chipped tooth multiple
C2232712  numbness of right upper lip (symptom)
C2232713  numbness of left upper lip (symptom)
C2232714  numbness of entire upper lip
C2232715  numbness of right lower lip (symptom)
C2232716  numbness of left lower lip (symptom)
C2232717  numbness of entire lower lip (symptom)
C2232724  fainting after swallowing (symptom)
C2232725  fainting preceded by nausea
C2232726  fainting while sitting (symptom)
C2232727  fainting while lying down (symptom)
C2232728  fainting preceded by sudden severe pain (symptom)
C2232737  malaise started suddenly
C2232739  object swimming across field of vision
C2232743  numbness of dorsum of right forearm (symptom)
C2232744  numbness of volar aspect of right forearm (symptom)
C2232745  numbness of dorsum of left forearm
C2232746  numbness of volar aspect of left forearm
C2232747  numbness of dorsum of both forearms
C2232748  numbness of volar aspect of both forearms
C2232749  numbness of outer aspect of lower right leg
C2232750  numbness of inner aspect of lower right leg (symptom)
C2232751  numbness of outer aspect of lower left leg
C2232752  numbness of inner aspect of lower left leg (symptom)
C2232754  numbness of eyebrow region (symptom)
C2232755  numbness of right eyebrow region
C2232756  numbness of left eyebrow region (symptom)
C2232757  numbness of eyebrow region on both sides (symptom)
C2233386  skin rash of right breast (symptom)
C2233387  skin rash of right upper outer breast
C2233388  skin rash of right lower outer breast
C2233389  skin rash of right upper inner breast (symptom)
C2233390  skin rash of right lower inner breast
C2233391  skin rash of left breast (symptom)
C2233392  skin rash of left upper outer breast (symptom)
C2233393  skin rash of left lower outer breast
C2233394  skin rash of left upper inner breast
C2233395  skin rash of left lower inner breast
C2233396  skin rash of right upper chest (symptom)
C2233397  skin rash of left upper chest (symptom)
C2233398  skin rash of right lower chest
C2233399  skin rash of left lower chest (symptom)
C2233400  skin rash of entire chest
C2233401  skin rash of right upper abdomen (symptom)
C2233402  skin rash of left upper abdomen
C2233403  skin rash of right lower abdomen
C2233404  skin rash of left lower abdomen (symptom)
C2233405  skin rash of middle abdomen (symptom)
C2233406  skin rash of entire abdomen
C2233530  intermittent right eye pain (symptom)
C2233531  constant right eye pain (symptom)
C2233532  intermittent left eye pain (symptom)
C2233533  constant left eye pain (symptom)
C2233559  frontal sinus pain on right (symptom)
C2233560  frontal sinus pain on the left
C2233561  bilateral frontal sinus pain (symptom)
C2233562  ethmoid sinus pain
C2233563  ethmoid sinus pain on the right
C2233564  ethmoid sinus pain on left
C2233565  bilateral ethmoid sinus pain (symptom)
C2233566  maxillary sinus pain on right
C2233567  maxillary sinus pain on the left
C2233568  bilateral maxillary sinus pain
C2233584  abdominal pain relieved by belching (symptom)
C2233585  flank pain emanating from spine (symptom)
C2233586  flank pain crossing midline (symptom)
C2233587  migratory flank pain
C2233588  gradual onset of flank pain
C2233589  abrupt onset of flank pain
C2233590  flank pain severity
C2233591  flank pain intermittent
C2233592  quality of flank pain
C2233593  flank pain quality sharp
C2233594  stabbing flank pain
C2233595  dull flank pain
C2233596  positional flank pain
C2233597  flank pain unrelated to meals
C2233598  factors exacerbating flank pain (symptom)
C2233599  flank pain worsened by sneezing or coughing (symptom)
C2233600  flank pain worsened by bowel movement (symptom)
C2233601  flank pain worsened by urinating (symptom)
C2233602  flank pain worsened by breathing deeply (symptom)
C2233603  flank pain worsened by bending forward (symptom)
C2233604  flank pain worsened by twisting (symptom)
C2233605  flank pain worsened by curling up on one's side
C2233606  factors relieving flank pain
C2233607  flank pain lessened by sneezing or coughing
C2233608  flank pain lessened by bowel movement
C2233609  flank pain lessened by urinating
C2233610  flank pain lessened by breathing deeply (symptom)
C2233611  flank pain lessened by bending forward (symptom)
C2233612  flank pain lessened by twisting (symptom)
C2233613  flank pain lessened by curling up on one's side (symptom)
C2233614  flank pain lessened by applying heat (symptom)
C2233615  flank pain lessened by applying cold
C2233616  flank pain lessened by massage
C2233617  flank pain not made better by anything (symptom)
C2233637  location of pain in flank
C2233638  timing of flank pain
C2233639  flank pain increasing in frequency
C2233640  flank pain decreasing in frequency (symptom)
C2233641  flank pain gradually resolves on its own
C2236754  abdominal pain of childhood (diagnosis)
C2242814  Acute sore throat, NOS
C2242996  Tingling sensation
C2243108  symptoms of the nails of toes
C2315195  Pain in symphysis pubis in pregnancy (finding)
C2315430  Orthostatic tremor
C2316722  Acute pain due to injury (finding)
C2317014  Spasm of cervix uteri (finding)
C2317372  Acute pain in female pelvis
C2321745  total vision loss occurring briefly
C2364111  Ageusia
C2366927  convulsions followed by combative behavior (symptom)
C2366928  convulsions followed by drowsiness (symptom)
C2366929  convulsions preceded by rising feeling in chest
C2366930  convulsions preceded by sudden inability to speak
C2366931  convulsions preceded by feeling of déjà vu (symptom)
C2366932  convulsions triggered
C2366933  convulsions triggered by alcohol (symptom)
C2366934  convulsions triggered by flashing lights (symptom)
C2366935  convulsions triggered by lack of sleep
C2366936  convulsions triggered by stress (symptom)
C2367212  dizziness preceded by sudden severe neck pain (symptom)
C2367442  spinning dizziness after rolling over (symptom)
C2367443  spinning dizziness after turning head (symptom)
C2367594  fainting followed by event (symptom)
C2367595  fainting preceded by sudden severe neck pain (symptom)
C2367645  headache precipitated by erectile dysfunction medications (symptom)
C2367647  unusual taste of foods (symptom)
C2367648  paralysis of wrist
C2367649  paralysis of right wrist (symptom)
C2367650  paralysis of left wrist
C2367651  paralysis of both wrists
C2367652  paralysis of finger (symptom)
C2367653  paralysis of right thumb (symptom)
C2367654  paralysis of index finger of right hand (symptom)
C2367655  paralysis of middle finger of right hand (symptom)
C2367656  paralysis of ring finger of right hand (symptom)
C2367657  paralysis of little finger of right hand (symptom)
C2367658  paralysis of left thumb
C2367659  paralysis of index finger of left hand (symptom)
C2367660  paralysis of middle finger of left hand
C2367661  paralysis of ring finger of left hand (symptom)
C2367662  paralysis of little finger of left hand
C2367663  poor coordination of lower extremity
C2367664  poor coordination of entire right lower extremity (symptom)
C2367665  poor coordination of entire left lower extremity (symptom)
C2367666  poor coordination of right foot (symptom)
C2367667  poor coordination of left foot (symptom)
C2368355  walking
C2585306  Abdominal tenderness of left lower quadrant
C2585575  Recurrent abdominal pain (finding)
C2586208  Visceral abdominal pain
C2607896  Discomfort of vulva
C2702663  choreiform movements
C2702695  headache relieved by ice (symptom)
C2702696  headache relieved by heat
C2702697  headache relieved by darkness (symptom)
C2702700  pain in jaw both sides (symptom)
C2728554  feeling demoralized (symptom)
C2728877  flatus foul-smelling
C2828177  Central Nervous System Signs and Symptoms
C2881415  Glare sensitivity
C2919320  Chronic tremor (finding)
C2919655  Acute exacerbation of chronic abdominal pain (finding)
C2921138  Visuospatial deficit
C2921723  difficulty falling asleep because of anticipation of pain
C2921780  pain during urination (dysuria) seems related to menstrual cycle
C2921781  rectal pain accompanied by discharge of pus seems related to menstrual cycle
C2939147  Feeling hot
C2939430  Fear of the dark
C2957231  maxillary pain right side
C2957232  maxillary pain left side
C2957233  maxillary pain bilaterally
C2958682  symptoms involving cognition (diagnosis)
C2981133  Evening colic
C2985217  Job Strain
C2985351  Pregnancy Mood Swing
C3163691  Referred pain in face
C3164070  Tenderness of right upper quadrant of abdomen (finding)
C3164167  Tenderness of left upper quadrant of abdomen (finding)
C3164168  Tenderness of right lower quadrant of abdomen
C3266098  Numbness of saddle area (finding)
C3266106  Lateral vertigo
C3266107  Nocturnal vertigo (finding)
C3266179  Cramp in lower limb
C3266180  Cramp in lower leg (finding)
C3468173  arthralgia - pelvis / hip / femur left
C3468174  arthralgia of right hip (diagnosis)
C3469466  tingling of the lateral left ankle (symptom)
C3469467  tingling of the lateral right ankle (symptom)
C3472693  Numbness and tingling sensation of skin
C3505951  position sensation decreased distal extremities (glove and stocking)
C3506372  abdominal pain non-incisional
C3506376  skin wound red
C3509787  progressive limb weakness (symptom)
C3532522  Pain in palate
C3532678  Dizziness due to drug (disorder)
C3532891  Pain in chin
C3536584  Tonic-clonic seizure, non-refractory (finding)
C3536585  Tonic-clonic seizure, refractory (finding)
