C0000731  ABDOMINAL DISTENTION
C0424301  Euphoric sociability
C0424302  More witty than usual
C0424303  Inappropriate shouting
C0424304  Inappropriate laughter
C0424305  Innappropriate singing
C0424306  Acting conspicuously in public
C0424307  Attract adverse public attentn
C0424308  Appears naked in public
C0424312  Overgenerosity
C0424313  Giving away money
C0424314  Giving away property
C0424315  Noise intolerance
C0424316  Exuberance
C0424317  Over-excitement
C0424319  Emotional bullying
C0424320  Teasing
C0424321  Physical bullying
C0424322  Verbal aggression
C0424323  Physical aggression
C0424326  Lawful killing
C0424327  Unlawful killing
C0424328  Killing of animals
C0424329  Outbursts of anger
C0424331  Temper problem
C0424334  Graffitti writing
C0424335  Malicious damage
C0424336  Delayed reaction time
C0424337  Hoarding
C0424339  Stealing from home
C0424340  Stealing from siblings
C0424341  Stealing food from home
C0424342  Stealing from work
C0424343  Stealing at school
C0424344  Stealing from classmates
C0424346  Discipline problem
C0424349  Beyond parental control
C0424351  School discipline problem
C0424352  Running away
C0424353  Running away from home
C0424354  Running away from school
C0424355  Fantastic anecdotes
C0424358  Parent withholding from school
C0424360  Neglect of clothes
C0424362  Neglect of physical health
C0424363  Neglect of dental care
C0424364  Neglect of physical illness
C0424365  Neglect of common dangers
C0424366  Self-damage
C0424367  Self-mutilation of hands
C0424368  Self-mutilation of penis
C0424369  Self-mutilation of eyes
C0424370  Self-mutilation of ears
C0424371  Self-inflicted skin problems
C0424372  Hand biting
C0424373  Head-hitting
C0424374  Scratches self
C0424375  Bites self
C0424376  Cuts self
C0424377  Swallowing objects
C0424397  Concern about sex orientation
C0424401  Heightened erotic interest
C0424403  Erotic feeling
C0424404  Intense sexual enjoyment
C0424405  Female prostitution
C0424406  Male prostitution
C0424408  Public masturbation
C0424417  Abuse of drugs to lose weight
C0424418  Excess exercise to lose weight
C0424420  Pattern of overeating and vomiting
C0424439  Oral habits
C0424440  Foreign body chewing
C0424441  Implement sucking
C0424442  Pen sucking
C0424443  Tongue sucking or chewing
C0424444  Clenching teeth
C0424445  Inappropriate movement of face
C0424446  Screws up face
C0424447  Screws up eyes
C0424462  APPEARANCE PERSONAL NEGLECT OF
C0424496  Plethoric face
C0424499  Sun-damaged skin on face
C0424514  Flushed complexion
C0424517  Goes blue
C0424532  Semiconscious
C0424538  Preoccupied
C0424565  Cannot sleep at all
C0424571  Unrefreshed by sleep
C0424573  Always sleepy
C0424585  Easily tired
C0424586  Tired on least exertion
C0424587  Easily exhausted
C0424588  Exhausted on least exertion
C0424593  Attacks of weakness
C0424594  Frailty
C0424735  White extremities
C0424736  Blue extremities
C0424737  Red extremities
C0424747  Temperature symptom NOS
C0424749  Feels hot/feverish
C0424751  Hot and sweaty
C0424752  Fever with sweating
C0424755  Fever symptoms
C0424760  Rising phase of fever
C0424761  Acute rise of fever
C0424762  Gradual rise of fever
C0424763  Plateau phase of fever
C0424764  Falling phase of fever
C0424765  Crisis of fever
C0424766  Gradual fall of fever
C0424767  Continuous fever
C0424768  Prolonged fever
C0424769  Slightly remittent fever
C0424773  Tertian fever
C0424775  Quartan fever
C0424776  Charcot's fever
C0424777  Dromedary fever
C0424778  Fever, diurnal variation
C0424779  Reversed diurnal fever
C0424781  Spiking fever
C0424782  Staircase fever
C0424783  Irregular fever
C0424784  Fever defervescence
C0424785  Central fever
C0424788  Endocrine hyperthermia
C0424824  Abd. distension symptom NOS
C0424837  Optic cup retained
C0424848  Lump in caruncle of eye
C0424873  Delayed toilet training
C0424875  Walking diffic.-pelvic/thigh
C0424876  Walking difficulty due to lower leg
C0424877  Walking difficulty due to ankle and foot
C0424879  Walking difficulty due to multiple sites
C0424961  Constantly crying baby
C0424964  Maternal concern
C0424991  Chronic physical disability
C0425037  Risk activity involvement
C0425039  Amateur boxer
C0425040  Skier
C0425041  Micro-light flier
C0425042  AIDS risk lifestyle
C0425052  Suicide of close relative
C0425063  Alcoholic spouse
C0425065  Husband alcoholic
C0425116  Overprotective parent
C0425122  Child deserted by parents
C0425140  Marital breakdown
C0425141  Row with wife
C0425142  Marital maladjustment
C0425143  Spouse unsympathetic
C0425144  Spouse inattentive
C0425148  Battered wife - history
C0425150  Battered husband - history
C0425151  Violent spouse
C0425174  Wife unable to cope
C0425268  Exercise physically impossible
C0425269  Avoids even trivial exercise
C0425270  Enjoys light exercise
C0425271  Enjoys moderate exercise
C0425272  Enjoys heavy exercise
C0425273  Competitive athlete
C0425274  Exercise grading unknown
C0425275  Aerobic exercise 0 times/week
C0425276  Aerobic exercise 1 time/week
C0425277  Aerobic exercise 2 times/week
C0425278  Aerobic exercise 3+ times/week
C0425279  Anaerobic exercise 0 times/wk
C0425280  Anaerobic exercise 1 time/week
C0425281  Anaerobic exercise 2 times/wk
C0425282  Anaerobic exercise 3+ times/wk
C0425283  Attends exercise classes
C0425284  Enjoys intermediate exercise
C0425285  FITT activity level 0
C0425286  FITT activity level 1
C0425287  FITT activity level 2
C0425288  FITT activity level 3
C0425289  FITT activity level 4
C0425290  FITT activity level 5
C0425293  Never smoked
C0425294  Occ cigarette smok, <1cig/day
C0425295  Light cigarette smoker (1-9 cigs/day)
C0425296  Mod cigaret smok, 10-19 cigs/d
C0425297  Heavy cigarette smoker (20-39 cigs/day)
C0425298  Very heavy cigarette smoker (40+ cigs/day)
C0425299  Ex-triv cigaret smoker, <1/day
C0425300  Ex-light cigaret smok, 1-9/day
C0425301  Ex-mod cigaret smok, 10-19/day
C0425302  Ex-heav cigaret smok,20-39/day
C0425303  Ex-very heavy cigarette smoker (40+/day)
C0425304  Keeps trying to stop smoking
C0425305  Admitted tobacco cons untrue ?
C0425306  Tobacco smok consumpt unknown
C0425307  Ex-cigaret smoker amnt unknown
C0425308  Trying to give up smoking
C0425309  ETS - Exposed to tobacco smoke
C0425310  Stopped smoking
C0425311  Current non-smoker
C0425312  Rolls own cigarettes
C0425313  Ex-pipe smoker
C0425314  Ex-cigar smoker
C0425315  Smoking started
C0425319  Heavy drinker - 7-9u/day
C0425499  Cough impulse impaired
C0425500  Cough reflex absent
C0425554  Hiccough present
C0425725  Currently not sexually active
C0425726  Virginal state
C0425735  Penetration impossible
C0425736  Cannot be aroused sexually
C0425761  Failure of orgasm
C0425762  Inhibited orgasm
C0425763  Erection without orgasm
C0425764  Has never reached orgasm
C0425765  No longer reaches orgasm
C0425766  Unsatisfying orgasm
C0425767  Inappropriate orgasm
C0425768  Orgasm too easily aroused
C0425769  Excessive orgasm
C0425882  Spasm of pelvic muscles around vagina
C0426364  Diffic initiat bladder empty
C0426365  Must strain to pass urine
C0426366  Must adopt partic posture urin
C0426622  Excessive flatus excretion
C0426628  Passing loud flatus
C0426629  Passing offensive flatus
C0426630  Involuntary passage flatulence
C0426644  Unaware of passing flatus
C0426675  Abdomen tympanitic
C0426936  Nodule on toe
C0426959  Akinesthesia
C0426996  Weak teeth clenching
C0427004  Can't get about
C0427007  Paralysis present
C0427068  Monoparesis - leg
C0427088  Excess blinking, involuntary
C0427089  Rumination - mouth
C0427090  Twisting movements
C0427091  Has "spasms"
C0427093  Flinging movement of arm
C0427094  Flinging movement of leg
C0427100  Extensor thrust
C0427108  General unsteadiness
C0427109  Feels as though will fall
C0427110  Keeps losing balance
C0427111  Giddiness present
C0427112  Dizziness present
C0427115  Feels everything is swaying
C0427116  Feels as though falling
C0427117  Unstable when standing
C0427118  Postural sway when standing
C0427119  Unstable when turning around
C0427128  Rapid fatigue of gait
C0427130  Periph skel-musc gait disorder
C0427131  Halting gait
C0427132  Overcomes interrupt gait spont
C0427133  2ry manoeu overc interrup gait
C0427134  Amputee gait
C0427135  Prosthetic limb gait
C0427136  Gait with walking aid
C0427137  3 point swing through gait
C0427138  3 point swing to gait
C0427140  Stiff legged gait
C0427141  Stiff knee gait
C0427142  Arthritic gait
C0427143  Crouch gait
C0427144  Toe-walking gait
C0427145  In-toeing gait
C0427146  Bouncy gait
C0427148  Peripheral neuropathic gait
C0427151  Periph sensory gait disorder
C0427152  Spinning gait
C0427156  Vestibular ataxic gait
C0427157  Visual ataxic gait
C0427158  Mid level sens-mot gait disord
C0427159  Paraplegic gait
C0427160  Extrapyramidal gait
C0427161  Retropulsion when walking
C0427162  Choreic gait
C0427163  Dystonic gait
C0427165  Cautious gait
C0427166  Tottering gait
C0427167  Thalamic astasia
C0427168  Frontal ataxia
C0427169  Marche a petits pas
C0427170  Magnetic gait
C0427171  Slipping clutch gait
C0427172  Petren's gait
C0427173  Parkinsonian ataxia
C0427175  Incongruous gait
C0427176  Bizarre gait
C0427177  Hysterical gait
C0427178  Pretended abnormality of gait
C0427185  Arms ataxic
C0427188  Legs ataxic
C0427195  Muscle tension
C0427196  Feeling of physical tension
C0427198  Protective muscle spasm
C0427209  Hand cramps
C0428249  Blood alcohol level
C0428711  CSF pressure: raised
C0428712  Intracerebral vasc observatn
C0429199  Hearing change
C0429200  Hearing improved
C0429201  Hearing unchanged
C0429280  EEG artefact
C0429281  EEG artefact - patient movement
C0429282  EEG artefact - technical problems
C0429284  Dominant alpha activity
C0429285  Dominant beta activity
C0429286  Dominant theta activity
C0429287  Dominant delta activity
C0429288  EEG pattern of uncertain significance
C0429289  Positive spikes (14+6 per sec)
C0429291  Small sharp transients during sleep
C0429292  SREDA - Subclinical rhythmical EEG discharges in adults
C0429293  RMTD - Rhythmic mid-temp disch
C0429294  Asymmetrical mu activity
C0429295  Trace alternant EEG pattern
C0429296  Low freq background activity
C0429297  Low frequency alpha activity
C0429298  Low frequency theta activity
C0429299  Low frequency delta activity
C0429300  Periodic complexes
C0429301  Continuous periodic complexes
C0429302  Intermitt periodic complexes
C0429303  Triphasic waves
C0429304  Alpha coma type recording
C0429305  Beta coma type recording
C0429306  Burst suppression
C0429307  Loss of reactivity
C0429308  Low amplitude EEG tracing
C0429309  Isoelectric recording
C0429310  BIPLEDS - Bilateral periodic epileptiform discharges
C0429311  Excess overbreathing response
C0429312  Prolong overbreathing response
C0429314  Focal contin EEG abnormality
C0429315  Focal contin theta activity
C0429316  Focal contin delta activity
C0429317  Focal sharp waves
C0429318  Focal spikes
C0429319  Focal rolandic spikes
C0429320  PLEDS - Periodic lateralised epileptiform discharges
C0429321  Focal reduction of EEG activit
C0429323  Focal episodic EEG abnormality
C0429324  Focal episodic theta activity
C0429325  Focal episodic delta activity
C0429326  FIRDA - Frontal intermittent rhythmic delta activity
C0429327  OIRDA - intermittent rhythmic delta activity
C0429328  Focal episodic sharp waves
C0429329  Focal episodic spikes
C0429330  Focal episodic spike wave
C0429332  Focal recruiting discharge
C0429334  Asymmetric EEG
C0429335  Alpha amplitude asymmetry
C0429336  Alpha frequency asymmetry
C0429337  Asymmetric beta activity
C0429343  Stalberg cloud
C0429344  Interfer pattern-early recruit
C0429345  Interfer pattern-reduc density
C0429346  Interfer pat-increas amplitude
C0429347  Interf pattern-reduc amplitude
C0429348  Spontaneous EMG activity
C0429349  EMG positive sharp waves
C0429350  Complex repetit EMG discharges
C0429351  EMG decelerating bursts
C0429352  Continuous motor unit activity
C0429360  Motor units with extra discharges
C0429365  Unstable motor units
C0429369  Increased latency of F-wave
C0429370  Increas chronodispersn F-wave
C0429371  Increas tacheodispersn F-wave
C0429372  Decreased frequency of F-wave
C0429373  Asymmetry of F-wave
C0429374  Increas latency of H-response
C0429375  Asymmetry of H-response
C0429376  Exaggeration of H-response
C0429377  Loss of H-response
C0429379  Motor nerve conduction block
C0429380  Repetit disch on sing stimulus
C0429385  Amplitud decrement at low rate
C0429386  Amplit increment at high rate
C0429387  Post-activation (tetanic) potentiation
C0429388  Post-activation (tetanic) exhaustion
C0429400  Ophthal electrodiagn observatn
C0429401  Electroretinographic (ERG) observation
C0429402  Pattern ERG observation
C0429413  PVEP waveform
C0429418  BAER - Brainst aud ev pot obs
C0429419  Incr laten-brainst AEP wave I
C0429420  Abnorm waves II-V brainst AEP
C0429421  Only wave I brainstem AEP seen
C0429422  W I lat norm+incr lat-oth wave
C0429423  Incr tim bet WI-WIII brnst AEP
C0429424  Incr tim int WIII-WV brnst AEP
C0429425  Phas-relat abnorm-brainst AEP
C0429426  Rais wave V thresh-brainst AEP
C0429490  Monochrom contrast sensitivity
C0429549  BSV - Binocular single vision
C0429557  Optical fusion
C0429558  Prism fusion range
C0429560  Stereoscopic discrimination
C0429564  After image suppression
C0429565  After image retin corresponden
C0429977  Independent in wheelchair
C0429978  Minimal help in wheelchair
C0430782  Neurol.diag.proced.- abnormal
C0430783  Neurol.diag.proced. - normal
C0433990  Radiation middle ear effusion
C0436551  C/O - low back pain
C0436555  C/O pelvic pain
C0436556  C/O perineal pain
C0436562  C/O: a rash
C0436563  C/O: itching
C0436579  O/E - cold and clammy
C0436583  O/E - confused
C0436584  O/E - drowsy
C0436585  O/E - semiconscious
C0436586  O/E - unconscious
C0436587  O/E - collapse NOS
C0436588  O/E - collapse -cardiac arrest
C0436589  O/E - collapse - resp. arrest
C0436590  O/E - collapse - asphyxia
C0436591  O/E - collapse - syncope
C0436595  O/E - distressed
C0436596  O/E - apathetic
C0436597  O/E - afraid
C0436598  O/E - agitated
C0436599  O/E - depressed
C0436600  O/E - anxious
C0436601  O/E - nervous
C0436603  O/E - angry
C0436605  O/E - content
C0436611  O/E - central cyanosis
C0436612  O/E - peripheral cyanosis
C0436633  O/E - carpopedal spasm
C0436668  O/E - failure to thrive
C0436669  O/E - delayed milestones
C0436671  O/E - short stature
C0436679  O/E - wound healing
C0436680  O/E - Wound healed
C0436681  O/E - Wound healing well
C0436682  O/E - Wound healing badly
C0436685  O/E - care poor
C0436732  O/E - chest PN tympanitic
C0436869  O/E - angular stomatitis
C0436879  O/E - poor dental hygiene
C0436909  O/E - abd.skin dry-dehydration
C0436916  O/E - uniform abd. swelling
C0436922  O/E - abdo. pain on palpation
C0436924  O/E - abd.pain-R.hypochondrium
C0436925  O/E - abd. pain - epigastrium
C0436926  O/E - abd.pain-L.hypochondrium
C0436927  O/E - abd. pain - R.lumbar
C0436929  O/E - abd. pain - L.lumbar
C0436930  O/E - abd. pain - R.iliac
C0436931  O/E - abd. pain - hypogastrium
C0436932  O/E - abd. pain - L.iliac
C0436933  O/E - guarding of abdomen
C0436935  O/E - guarding-R.hypochondrium
C0436936  O/E - guarding - epigastrium
C0436937  O/E - guarding-L.hypochondrium
C0436938  O/E - guarding - R.lumbar
C0436939  O/E - guarding - umbilical
C0436940  O/E - guarding - L.lumbar
C0436941  O/E - guarding - R.iliac
C0436942  O/E - guarding - hypogastrium
C0436943  O/E - guarding - L.iliac
